Post_ID,Posting_Author,Congress_Number,State_District,DW-NOMINATE,LES,Job_Function,Title_Parsed,Office_Type,Committee_Affiliation,Spanish_Language,Salary_Min,Salary_Max,Years_Experience
MEM-239-15,House Committee on Veterans’ Affairs,118,ST-15,,,Communications,Communications Intern,Committee,House Committee on Veterans’ Affairs,0,,,
MEM-238-15,Democratic Congressman,118,ST-52,,,Legislative,Congressman,Personal,,0,,,
MEM-236-15,"Legislative, Communications and Constituent Services staff members",118,ST-15,,,Interns,Interns,Personal,,0,,,
MEM-233-15,Congressman Coffman (R-CO),118,ST-15,,,Legislative,Legislative Intern,Personal,,1,,,
MEM-232-15,Energetic New York Democrat,118,ST-15,,,Legislative,Legislative Intern,Personal,,0,,,
MEM-231-15,Nevada Republican Congressman,118,ST-15,,,Legislative,Intern,Personal,,0,,,
MEM-230-15,Congressman Luis V. Gutiérrez,118,ST-15,,,Legislative,Intern,Personal,,1,,,
MEM-229-15,Congressman Vern Buchanan,118,ST-16,0.362,0.563,Legislative,Internship,Personal,,0,,,
MEM-228-15,Democratic Leadership Office,118,ST-15,,,Legislative,Interns,Personal,,0,,,
MEM-226-15,Congresswoman Chellie Pingree (ME-01),118,ST-01,-0.421,0.379,Legislative,Intern,Personal,,0,,,
MEM-225-15,Congresswoman Zoe Lofgren,118,ST-19,-0.398,0.702,Legislative,Internship,Personal,,0,,,
MEM-224-15,Congressman John Ratcliffe,118,ST-04,0.693,0.499,Legislative,Intern,Personal,,0,,,
MEM-223-15,Moderate Southern Democrat,118,ST-15,,,Legislative,Congressional Internship,Personal,,0,,,
MEM-222-15,Florida Republican,118,ST-15,,,Legislative,Intern,Personal,,0,,,
MEM-220-15,Representative Amash,118,ST-15,,,Legislative,Intern,Personal,,0,,,
MEM-219-15,Committee on House Administration,118,ST-15,,,Legislative,Intern,Personal,House of Representatives,0,,,
MEM-216-15,Florida Republican,118,ST-15,,,Legislative,Intern,Personal,,0,,,
MEM-215-15,Congresswoman Roybal-Allard,118,ST-15,,,Legislative,Intern,Personal,,1,,,
MEM-214-15,"Democratic Staff of the Committee on Science, Space and Technology",118,ST-15,,,Legislative,Intern,Personal,"Committee on Science, Space and Technology",0,,,
MEM-212-15,Democratic California Congressman,118,ST-15,,,Legislative,Intern,Personal,,0,,,
MEM-211-15,Congressman Jim Renacci,118,ST-15,,,Legislative,Intern,Personal,,0,,,
MEM-209-15,Congressman Ben Ray Luján (NM-03),118,ST-03,,,Legislative,Intern,Personal,,0,,,
MEM-208-15,Rep. Xavier Becerra,118,ST-15,-0.512,0.055,Legislative,Intern,Personal,,0,,,
MEM-206-15,Congressman Robert A. Brady,118,ST-01,,,Legislative,Intern,Personal,,0,,,
MEM-205-15,Florida Democrat,118,ST-15,,,Communications,Press Intern,Personal,,1,,,
MEM-204-15,Brad Sherman,118,ST-30,-0.343,0.822,Legislative,Senior Democratic Congressman,Personal,,0,,,
MEM-202-15,Florida Democrat,118,ST-XX,,,Legislative,Intern,Personal,,0,,,
MEM-201-15,Jared Huffman,118,ST-15,-0.430,1.904,Legislative,Congressman,Personal,,0,,,
MEM-200-15,Congressman Matt Cartwright,118,ST-15,-0.344,0.686,Legislative,Intern,Personal,,0,,,
MEM-198-15,Colorado Republican,118,ST-15,,,Legislative,Intern,Personal,,0,,,
MEM-195-15,"House Oversight and Government Reform Committee, Democratic Staff",118,ST-15,,,Legislative,Intern,Personal,House Oversight and Government Reform Committee,0,,,
MEM-194-15,House Democratic Caucus,118,ST-15,,,Communications,Press Intern,Personal,,1,,,
MEM-190-15,Congressman Adam Kinzinger (IL),118,ST-15,0.234,0.679,Legislative,Intern,Personal,,0,,,
MEM-189-15,Our Washington interns,118,ST-15,,,Legislative,Interns,Personal,,0,,,
MEM-187-15,Rep. Scott Rigell,118,VA-02,,,Legislative,,Personal,,0,,,
MEM-185-15,Arkansas Republican,118,ST-15,,,Legislative,Intern,Personal,,0,,,
MEM-184-15,western Republican House member,118,ST-15,,,Legislative,Intern,Personal,,0,,,
MEM-178-15,Congressman Paul Gosar (AZ-04),118,ST-04,0.702,2.654,Legislative,Intern,Personal,,0,,,
MEM-176-15,Congressman John Lewis,118,ST-05,-0.589,2.955,Legislative,Representative for the 5th District of Georgia,Personal,,0,,,
MEM-174-15,Congresswoman Candice S. Miller,118,ST-15,,,Legislative,Legislative Intern,Personal,,0,,,
MEM-173-15,North Carolina Democrat,118,ST-15,,,Legislative,Legislative Fellow,Personal,,0,,,
MEM-171-15,New York Congressman,118,ST-01,,,Communications,Press Intern,Personal,,0,,,
MEM-170-15,Energetic New York Democrat,118,ST-15,,,Legislative,Legislative Intern,Personal,,0,,,
MEM-169-15,Debbie Dingell,118,ST-15,-0.400,0.498,Legislative,Representative,Personal,,0,,,
MEM-168-15,Midwest Republican,118,ST-15,,,Legislative,Intern,Personal,,0,,,
MEM-167-15,Congressman John Garamendi,118,ST-03,-0.312,0.339,Legislative,Intern,Personal,,0,,,
MEM-166-15,Frank Pallone,118,ST-06,-0.402,1.500,Legislative,Congressman,Personal,,0,,,
MEM-318-17,House Democratic Caucus,118,ST-17,,,Legislative,Intern,Personal,,0,,,
MEM-317-17,Congressman Buchanan,118,ST-17,,,Legislative,,Personal,,0,,,
MEM-315-17,Florida Republican Congressman,118,ST-17,,,Legislative,,Personal,,0,,,
MEM-314-17,Congresswoman Louise Slaughter (NY-25),118,ST-25,-0.465,0.111,Communications,Press Intern,Personal,Rules Committee,0,,,
MEM-313-17,Mid-Atlantic member,118,ST-17,,,Communications,Press Intern,Personal,,0,,,
MEM-311-17,Congressman Dan Kildee,118,ST-05,,,Legislative,Intern,Personal,,0,,,
MEM-310-17,Congressman Don Bacon,118,ST-01,0.286,1.024,Legislative,Intern,Personal,,0,,,
MEM-309-17,Congresswoman Doris Matsui (CA-06),118,ST-06,-0.433,1.022,Legislative,Intern,Personal,,0,,,
MEM-307-17,"Bill Pascrell, Jr.",118,ST-17,,,Legislative,U.S. Rep.,Personal,"Ways and Means Committee, Budget Committee",0,,,20
MEM-306-17,Congressman Ro Khanna,118,ST-17,-0.463,1.107,Legislative,Intern,Personal,,0,,,
MEM-305-17,Congresswoman Kay Granger,118,ST-12,0.403,4.768,Legislative,Intern,Personal,,0,,,
MEM-303-17,"Terrorism, Nonproliferation, and Trade Subcommittee on the Republican side of the House Foreign Affairs Committee",118,ST-17,,,Legislative,Administrative Assistant,Personal,House Foreign Affairs Committee,0,,,
MEM-301-17,Congressman Al Green,118,ST-17,-0.444,0.294,Legislative,Intern,Personal,,0,,,
MEM-297-17,Congressman Jeb Hensarling (TX-05),118,ST-05,0.703,0.514,Legislative,Intern,Personal,,0,,,
MEM-296-17,Debbie Dingell,118,ST-01,-0.400,0.498,Legislative,Representative,Personal,,0,,,
MEM-294-17,North Carolina Democratic Member of Congress,118,ST-17,,,Communications,Press Intern,Personal,,0,,,
MEM-293-17,Congresswoman Brenda L. Lawrence (MI-14),118,ST-14,,,Legislative,Internship,Personal,,0,,,
MEM-290-17,Congressman Pete Olson,118,ST-22,0.548,0.654,Legislative,Internship Assistant,Personal,,0,,,
MEM-289-17,Congressman John Faso,118,ST-19,0.234,1.827,Legislative,Internship,Personal,,0,,,
MEM-287-17,Congressman French Hill,118,ST-02,0.437,2.069,Legislative,Intern,Personal,,0,,,
MEM-285-17,Congressman Robert Pittenger,118,ST-17,0.561,0.701,Legislative,Legislative Intern,Personal,,0,,,
MEM-278-17,"Terrorism, Nonproliferation, and Trade Subcommittee on the Republican side of the House Foreign Affairs Committee",118,ST-17,,,Legislative,Administrative Assistant,Personal,House Foreign Affairs Committee,0,,,
MEM-268-17,"Congressman John Conyers, Jr.",118,ST-13,,,Legislative,Dean of the House of Representatives,Personal,House Judiciary Committee,1,,,
MEM-332-18,Rep. Steve Womack (AR-03),118,ST-03,0.348,0.314,Legislative,Intern,Personal,None,0,,,
MEM-331-18,Committee on House Administration Democratic staff,118,ST-18,,,Legislative,Intern,Personal,Committee on House Administration,0,,,
MEM-329-18,Congressman Jared Huffman,118,ST-CA,-0.430,1.904,Communications,Communications/Digital Media Fellow,Personal,,0,,3500.000,
MEM-327-18,Congressman Glenn Grothman,118,WI-06,0.599,0.704,Legislative,Intern,Personal,,0,,,
MEM-326-18,Rep. Juan Vargas (CA-51),118,ST-51,-0.395,0.343,Legislative,Internship Position in Capitol Office,Personal,,1,,,
MEM-325-18,Congressman John Sarbanes,118,ST-01,-0.466,0.330,Legislative,Legislative Intern,Personal,,0,,,
MEM-324-18,Congressman Charlie Crist,118,FL-13,-0.227,0.305,Legislative,,Personal,,0,,,
MEM-323-18,Democratic Congressman,118,ST-18,,,Legislative,Press and Digital Media Fellow,Personal,,0,,,
MEM-322-18,Congressman Michael Cloud,118,TX-27,0.686,0.523,Communications,Press Intern,Personal,,0,,,
MEM-321-18,Congressman Dave Reichert (WA-08),118,ST-08,,,Legislative,Internship,Personal,Ways and Means Committee,0,,,
MEM-320-18,New Jersey Democrat,118,ST-18,,,Legislative,Intern,Personal,,0,,,
MEM-318-18,Jerrold Nadler (D-NY),118,ST-10,-0.507,0.138,Legislative,New York Congressman,Personal,House Judiciary Committee,0,,,
MEM-317-18,Congressman Joe Wilson,118,ST-02,0.530,1.184,Legislative,Intern,Personal,,0,,,
MEM-316-18,Congressman John Garamendi,118,CA-03,-0.312,0.339,Legislative,Intern,Personal,,0,,,
MEM-315-18,Congressman Ron Estes,118,ST-04,0.645,0.473,Legislative,Intern,Personal,"House Homeland Security Committee, House Education and the Workforce Committee",0,,,
MEM-314-18,North Carolina Congresswoman,118,ST-18,,,Legislative,,Personal,,0,,,
MEM-312-18,Congressman Bill Posey (FL-08),118,ST-08,0.533,0.654,Legislative,Internship,Personal,,0,,,
MEM-299-18,Democratic Staff of the Committee on Rules,118,ST-18,,,Legislative,Interns,Personal,Committee on Rules,0,,,
MEM-298-18,Majority Staff of the House Budget Committee,118,ST-18,,,Legislative,Intern,Personal,House Budget Committee,0,,,
MEM-295-18,Congressman Gene Green (D-TX),118,ST-29,-0.324,0.780,Legislative,Intern,Personal,Energy and Commerce Committee,0,,,
MEM-294-18,Congressman Keith Rothfus (PA-12),118,ST-12,0.498,1.758,Legislative,Intern,Personal,,0,,,
MEM-293-18,Congressman Jason Smith,118,ST-08,0.577,4.024,Legislative,Intern,Personal,,0,,,
MEM-292-18,Rep. Tulsi Gabbard,118,ST-01,-0.274,0.562,Legislative,Legislative Internship,Personal,,0,,,
MEM-291-18,Congressman Jimmy Gomez,118,ST-34,-0.536,0.326,Legislative,Intern,Personal,,0,,,
MEM-290-18,Congressman Matt Gaetz (R-FL),118,ST-18,0.593,0.310,Legislative,Intern,Personal,None,0,,,
MEM-289-18,California Democratic Member,118,ST-18,,,Legislative,Internship Position in Capitol Office,Personal,,1,,,
MEM-287-18,Congressman Mike Rogers,118,ST-01,0.379,2.068,Legislative,Intern,Personal,,0,,,
MEM-283-18,Congressman Mark DeSaulnier (CA-11),118,ST-11,-0.512,0.320,Communications,Press/Digital Intern,Personal,,0,,,
MEM-280-18,Congressman Michael Cloud,118,ST-27,0.686,0.523,Legislative,Intern,Personal,,0,,,
MEM-279-18,Illinois Democratic Office,118,ST-18,,,Legislative,Intern/Fellow,Personal,,0,,,
MEM-278-18,Congressman John K. Delaney,118,ST-18,,,Legislative,Congressional Intern,Personal,,0,,,
MEM-277-18,Congresswoman Terri A. Sewell,118,ST-01,,,Communications,Digital and Press Intern,Personal,,0,,,
MEM-276-18,Congressman Erik Paulsen’s office,118,ST-18,,,Legislative,Internship Program,Personal,,0,,,
MEM-274-18,Congressman Bill Huizenga (MI-02),118,ST-02,0.533,2.071,Legislative,Internship Program Coordinator,Personal,,0,,,
MEM-272-18,Debbie Dingell,118,ST-18,-0.400,0.498,Legislative,Representative,Personal,,0,,,
MEM-269-18,Congresswoman Suzan DelBene,118,ST-01,-0.292,0.264,Legislative,Intern,Personal,,0,,,
MEM-268-18,Congressman Rod Blum,118,ST-01,0.527,1.334,Legislative,,Personal,,0,,,
MEM-267-18,Congressman Eliot L. Engel,118,ST-18,,,Legislative,Personal Office Intern,Personal,House Foreign Affairs Committee,0,,,
MEM-266-18,Congresswoman Doris Matsui (CA-06),118,ST-06,-0.433,1.022,Legislative,Intern,Personal,,0,,,
MEM-265-18,Congressman Ralph Norman,118,ST-5,0.846,0.468,Legislative,Intern,Personal,,0,,,
MEM-262-18,Congressman Glenn Grothman,118,WI-06,0.599,0.704,Legislative,Intern,Personal,,0,,,
MEM-261-18,Congressman Charlie Crist,118,FL-13,-0.227,0.305,Legislative,,Personal,,0,,,
MEM-259-18,Democratic Staff of the House Energy and Commerce Committee,118,ST-18,,,Legislative,Legislative Intern,Personal,House Energy and Commerce Committee,0,,,
MEM-258-18,Congressman Dave Reichert (WA-08),118,ST-08,,,Legislative,Internship,Personal,Ways and Means Committee,0,,,
MEM-256-18,Congressman Chris Smith,118,ST-04,,,Legislative,Internship Assistant,Personal,,0,,,
MEM-255-18,Congressman Dave Loebsack (IA-02),118,ST-02,,,Legislative,Intern,Personal,,0,,,
MEM-254-18,California Republican,118,ST-18,,,Legislative,"Interns in his Washington, D.C. office",Personal,,0,,,
MEM-253-18,Robert A. Brady,118,ST-01,,,Legislative,Congressman,Personal,,0,,,
MEM-252-18,Congressman Sander Levin,118,ST-09,-0.379,0.099,Legislative,Intern,Personal,,0,,,
MEM-251-18,Ralph Abraham,118,ST-05,0.541,0.040,Legislative,Congressman,Personal,,0,,,
MEM-175-18,Congressman Mike Bishop,118,ST-8,0.451,1.321,Legislative,Congressman,Personal,Ways and Means Committee,0,,,
MEM-467-23,Congresswoman Sydney Kamlager-Dove (CA-37),118,ST-37,-0.548,0.434,Legislative,,Personal,,0,,,
MEM-465-23,Congresswoman Cherfilus-McCormick,118,ST-XX,,,Legislative,Legal Fellow – The Office of Congresswoman Cherfilus-McCormick,Personal,House Foreign Affairs Committee (HFAC) and House Veterans’ Affairs Subcommittee on Technology Modernization (HVAC),1,,3000.000,
MEM-461-23,Congresswoman Cherfilus-McCormick,118,ST-XX,,,Communications,Communications Intern,Personal,House Foreign Affairs Committee (HFAC) and House Veterans’ Affairs Subcommittee on Technology Modernization (HVAC),0,,800.000,
MEM-460-23,Congressman Marc Molinaro,118,ST-19,,,Legislative,Internship Assistant,Personal,,0,,,
MEM-459-23,Congressman Glenn “GT” Thompson,118,ST-15,,,Legislative,Intern,Personal,,0,,,
MEM-458-23,Congresswoman Nicole Malliotakis,118,ST-11,0.339,1.245,Legislative,Intern,Personal,House Committee on Ways and Means,0,,,
MEM-456-23,Congressman Jeff Van Drew,118,ST-02,0.382,1.120,Legislative,Intern,Personal,,0,,,
MEM-437-23,Congressman Glenn Grothman,118,WI-06,0.599,0.704,Legislative,Congressional Internship,Personal,,0,,,
MEM-285-16,Congressman Mark Pocan,118,ST-16,-0.525,0.121,Legislative,Intern,Personal,,0,,,
MEM-282,Congressman John Carney,118,DE-At Large,-0.256,1.105,Legislative,Internship,Personal,,0,,,
MEM-281-16,"Republican Office of the Committee on Science, Space, and Technology",118,ST-16,,,Legislative,Intern,Committee,"Committee on Science, Space, and Technology",0,,,
MEM-280-16,Congresswoman Dina Titus (NV-1),118,ST-01,-0.298,1.632,Legislative,Internship Assistant,Personal,,0,,,
MEM-279-16,Congressman Peter DeFazio (OR-04),118,ST-04,-0.427,7.143,Legislative,Intern,Personal,,0,,,
MEM-278,Democratic Leadership Office,118,ST-16,,,Legislative,Intern,Personal,,0,,,
MEM-277-16,Congressman Jim Renacci,118,ST-16,,,Legislative,Intern,Personal,,0,,,
MEM-276-16,"The Washington, DC, office of a Senior Member of the Ways and Means Committee",118,ST-16,,,Communications,Press Intern,Personal,Ways and Means Committee,1,,,
MEM-275-16,Congressman Tom McClintock,118,ST-04,0.673,2.045,Legislative,Intern,Personal,,0,,,
MEM-273-16,Midwest Democrat,118,ST-16,,,Legislative,Press Intern,Personal,,0,,,
MEM-272-16,Representative Rick Larsen,118,ST-02,-0.365,0.256,Legislative,Representative,Personal,,0,,,
MEM-266-16,House Committee on Energy and Commerce Democratic Staff,118,ST-16,,,Communications,Press Intern,Personal,House Committee on Energy and Commerce,0,,,
MEM-265-16,Debbie Dingell,118,ST-16,-0.400,0.498,Legislative,Representative,Personal,,0,,,
MEM-264-16,Congressman Jody Hice,118,ST-16,0.797,0.395,Legislative,Interns,Personal,,0,,,
MEM-263-16,New York Congressman,118,ST-16,,,Communications,Press Intern,Personal,,0,,,
MEM-262-16,Congressman Michael Capuano,118,ST-16,-0.580,0.522,Legislative,Intern,Personal,,0,,,
MEM-261-16,Democratic Member of the House,118,ST-16,,,Legislative,Member of the House,Personal,,0,,,
MEM-260-16,Ohio Democrat,118,ST-09,,,Legislative,Intern,Personal,,0,,,
MEM-259-16,House Financial Services Committee,118,ST-16,,,Legislative,Member of the House Financial Services Committee,Personal,House Financial Services Committee,0,,,
MEM-258-16,Congressman Coffman,118,ST-16,,,Legislative,Intern,Personal,,1,,,
MEM-257-16,Congressman Jared Polis,118,ST-02,-0.278,0.750,Communications,Intern,Personal,,0,,,
MEM-255-16,Congressman Jeff Fortenberry,118,ST-01,0.304,0.339,Legislative,Interns,Personal,,0,,,
MEM-254-16,Congressman Alcee L. Hastings (FL-20),118,ST-20,,,Legislative,Intern,Personal,,0,,,
MEM-463-22,Rep. Rodney Davis,118,ST-XX,0.279,0.891,Legislative,,Personal,,0,,,
MEM-460-22,Democratic staff of the House Committee on Oversight and Reform,118,ST-XX,,,Legislative,Legal Internship,Personal,House Committee on Oversight and Reform,0,,,
MEM-459-22,David N. Cicilline,118,ST-01,,,Legislative,Legal Intern,Personal,,0,,,
MEM-454-22,Republican Staff of the House Committee on the Budget,118,ST-XX,,,Legislative,Intern,Committee,House Committee on the Budget,0,,,
MEM-453-22,Congressman Carlos A. Gimenez,118,ST-22,,,Legislative,Intern,Personal,,1,,,
MEM-451-22,Representative Susie Lee,118,ST-03,-0.232,1.159,Legislative,Representative,Personal,House Committee on Appropriations,1,,,
MEM-448-22,Congressman Cliff Bentz (OR-02),118,ST-02,0.479,1.361,Legislative,,Personal,House Judiciary Committee and the House Natural Resources Committee,0,,,
MEM-446-22,Pat Fallon,118,ST-04,0.714,0.746,Legislative,Intern,Personal,,0,,,
MEM-444-22,Rep. Eric Swalwell (CA-15),118,ST-15,-0.356,0.204,Communications,Press Fellow,Personal,,0,,,
MEM-334-22,Congressman Steve Cohen,118,ST-09,-0.392,1.759,Legislative,Interns for fall 2022,Personal,,0,,,
MEM-380-24,Chrissy Houlahan,118,ST-06,-0.260,0.823,Legislative,Press Interns,Personal,,0,,,
MEM-379-24,Chrissy Houlahan,118,ST-06,-0.260,0.823,Legislative,,Personal,,0,,,
MEM-376-24,Rep. Abigail Spanberger,118,ST-07,-0.196,0.753,Legislative,Foreign Affairs Fellow,Personal,,0,,3200.000,
MEM-335-18,Congressman Alcee L. Hastings,118,ST-20,,,Legislative,Internship,Personal,,0,,,
MEM-334-18,Congressman Denny Heck,118,ST-10,-0.312,1.342,Legislative,Intern,Personal,,0,,,
MEM-332-18,Rep. Steve Womack (AR-03),118,ST-03,0.348,0.314,Legislative,Intern,Personal,None,0,,,
MEM-331-18,Committee on House Administration Democratic staff,118,ST-18,,,Legislative,Intern,Personal,Committee on House Administration,0,,,
MEM-329-18,Congressman Jared Huffman,118,ST-CA,-0.430,1.904,Communications,Communications/Digital Media Fellow,Personal,,0,,3500.000,
MEM-327-18,Congressman Glenn Grothman,118,WI-06,0.599,0.704,Legislative,Intern,Personal,,0,,,
MEM-326-18,Rep. Juan Vargas (CA-51),118,ST-51,-0.395,0.343,Legislative,Internship Position in Capitol Office,Personal,,1,,,
MEM-325-18,Congressman John Sarbanes,118,ST-01,-0.466,0.330,Legislative,Legislative Intern,Personal,,0,,,
MEM-324-18,Congressman Charlie Crist,118,FL-13,-0.227,0.305,Legislative,,Personal,,0,,,
MEM-323-18,Democratic Congressman,118,ST-18,,,Legislative,Press and Digital Media Fellow,Personal,,0,,,
MEM-322-18,Congressman Michael Cloud,118,TX-27,0.686,0.523,Communications,Press Intern,Personal,,0,,,
MEM-321-18,Congressman Dave Reichert (WA-08),118,ST-08,,,Legislative,Internship,Personal,Ways and Means Committee,0,,,
MEM-320-18,New Jersey Democrat,118,ST-18,,,Legislative,Intern,Personal,,0,,,
MEM-318-18,Jerrold Nadler (D-NY),118,ST-10,-0.507,0.138,Legislative,New York Congressman,Personal,House Judiciary Committee,0,,,
MEM-317-18,Congressman Joe Wilson,118,ST-02,0.530,1.184,Legislative,Intern,Personal,,0,,,
MEM-316-18,Congressman John Garamendi,118,ST-03,-0.312,0.339,Legislative,Intern,Personal,,0,,,
MEM-315-18,Congressman Ron Estes,118,ST-04,0.645,0.473,Legislative,Intern,Personal,"House Homeland Security Committee, House Education and the Workforce Committee",0,,,
MEM-314-18,North Carolina Congresswoman,118,ST-18,,,Legislative,Congressional Internship Program in DC,Personal,,0,,,
MEM-312-18,Congressman Bill Posey (FL-08),118,ST-08,0.533,0.654,Legislative,Internship,Personal,,0,,,
MEM-299-18,Democratic Staff of the Committee on Rules,118,ST-18,,,Legislative,Interns,Personal,Committee on Rules,0,,,
MEM-298-18,Majority Staff of the House Budget Committee,118,ST-18,,,Legislative,Intern,Personal,House Budget Committee,0,,,
MEM-295-18,Congressman Gene Green (D-TX),118,ST-29,-0.324,0.780,Legislative,Intern,Personal,Energy and Commerce Committee,0,,,
MEM-294-18,Congressman Keith Rothfus (PA-12),118,ST-12,0.498,1.758,Legislative,Intern,Personal,,0,,,
MEM-292-18,Rep. Tulsi Gabbard,118,ST-01,-0.274,0.562,Legislative,Legislative Internship,Personal,,0,,,
MEM-291-18,Congressman Jimmy Gomez,118,CA-34,-0.536,0.326,Legislative,Intern,Personal,,0,,,
MEM-290-18,Congressman Matt Gaetz (R-FL),118,ST-18,0.593,0.310,Legislative,Intern,Personal,None,0,,,
MEM-289-18,California Democratic Member,118,ST-18,,,Legislative,Internship Position in Capitol Office,Personal,,1,,,
MEM-287-18,Congressman Mike Rogers,118,ST-01,0.379,2.068,Legislative,Intern,Personal,,0,,,
MEM-283-18,Congressman Mark DeSaulnier,118,CA-11,-0.512,0.320,Communications,Press/Digital Intern,Personal,,0,,,
MEM-280-18,Congressman Michael Cloud,118,ST-27,0.686,0.523,Legislative,Intern,Personal,,0,,,
MEM-279-18,Illinois Democratic Office,118,ST-18,,,Legislative,Intern/Fellow,Personal,,0,,,
MEM-278-18,Congressman John K. Delaney,118,ST-18,,,Legislative,Congressional Intern,Personal,,0,,,
MEM-277-18,Congresswoman Terri A. Sewell,118,ST-01,,,Communications,Digital and Press Intern,Personal,,0,,,
MEM-276-18,Congressman Erik Paulsen’s office,118,ST-18,,,Legislative,Internship Program,Personal,,0,,,
MEM-274-18,Congressman Bill Huizenga (MI-02),118,ST-02,0.533,2.071,Legislative,Internship Program Coordinator,Personal,,0,,,
MEM-272-18,Debbie Dingell,118,ST-18,-0.400,0.498,Legislative,Representative,Personal,,0,,,
MEM-269-18,Congresswoman Suzan DelBene,118,ST-01,-0.292,0.264,Legislative,Intern,Personal,,0,,,
MEM-268-18,Congressman Rod Blum,118,ST-01,0.527,1.334,Legislative,Internship Program,Personal,,0,,,
MEM-267-18,Congressman Eliot L. Engel,118,ST-18,,,Legislative,Personal Office Intern,Personal,House Foreign Affairs Committee,0,,,
MEM-266-18,Congresswoman Doris Matsui (CA-06),118,ST-06,-0.433,1.022,Legislative,Intern,Personal,,0,,,
MEM-265-18,Congressman Ralph Norman,118,ST-5,0.846,0.468,Legislative,Intern,Personal,,0,,,
MEM-262-18,Congressman Glenn Grothman,118,WI-06,0.599,0.704,Legislative,Intern,Personal,,0,,,
MEM-261-18,Congressman Charlie Crist,118,FL-13,-0.227,0.305,Legislative,,Personal,,0,,,
MEM-259-18,Democratic Staff of the House Energy and Commerce Committee,118,ST-18,,,Legislative,Legislative Intern,Personal,House Energy and Commerce Committee,0,,,
MEM-258-18,Congressman Dave Reichert (WA-08),118,ST-08,,,Legislative,,Personal,Ways and Means Committee,0,,,
MEM-256-18,Congressman Chris Smith,118,ST-04,,,Legislative,Internship Assistant,Personal,,0,,,
MEM-255-18,Congressman Dave Loebsack (IA-02),118,ST-02,,,Legislative,Intern,Personal,,0,,,
MEM-254-18,California Republican,118,ST-18,,,Legislative,"Interns in his Washington, D.C. office",Personal,,0,,,
MEM-253-18,Robert A. Brady,118,ST-01,,,Legislative,Congressman,Personal,,0,,,
MEM-252-18,Congressman Sander Levin,118,ST-09,-0.379,0.099,Legislative,Intern,Personal,,0,,,
MEM-251-18,Ralph Abraham,118,ST-05,0.541,0.040,Legislative,Congressman,Personal,,0,,,
MEM-175-18,Congressman Mike Bishop,118,ST-08,0.451,1.321,Legislative,Congressman,Personal,Ways and Means Committee,0,,,
MEM-476-23,Congresswoman Suzan DelBene,118,ST-01,-0.292,0.264,Legislative,Intern,Personal,,0,,,
MEM-475-23,Congressman Chris Pappas,118,NH-01,-0.238,1.202,Legislative,Paid Internship Opportunity: Office of Congressman Chris Pappas NH-01,Personal,,0,,,
MEM-471-23,Representative Becca Balint,118,VT-AL,-0.453,0.496,Legislative,,Personal,,0,,,
MEM-469-23,Rep. Abigail Spanberger,118,ST-07,-0.196,0.753,Legislative,Foreign Affairs Fellow,Personal,,0,,3200.000,
MEM-467-23,Congresswoman Sydney Kamlager-Dove (CA-37),118,ST-37,-0.548,0.434,Legislative,,Personal,,0,,,
MEM-465-23,Congresswoman Cherfilus-McCormick,118,ST-18,,,Legislative,Legal Fellow,Personal,House Foreign Affairs Committee (HFAC) and House Veterans’ Affairs Subcommittee on Technology Modernization (HVAC),0,,36000.000,
MEM-460-23,Congressman Marc Molinaro,118,ST-19,,,Legislative,Internship Assistant,Personal,,0,,,
MEM-459-23,Congressman Glenn “GT” Thompson,118,ST-15,,,Legislative,Intern,Personal,,0,,,
MEM-458-23,Congresswoman Nicole Malliotakis,118,ST-11,0.339,1.245,Legislative,Intern,Personal,House Committee on Ways and Means,0,,,
MEM-456-23,Congressman Jeff Van Drew (NJ-02),118,ST-02,0.382,1.120,Legislative,,Personal,,0,,,
MEM-292-16,California Democratic Member,118,ST-16,,,Legislative,Internship Position in Capitol Office,Personal,,1,,,
MEM-291-16,"Terrorism, Nonproliferation, and Trade Subcommittee on the Republican side of the House Foreign Affairs Committee",118,ST-01,,,Legislative,Intern,Personal,House Foreign Affairs Committee,0,,,
MEM-290-16,Congresswoman Diana DeGette,118,ST-01,-0.431,0.211,Legislative,Internship,Personal,,0,,,
MEM-287-16,Congressman Bill Johnson (R-OH),118,ST-01,0.436,0.588,Legislative,Intern,Personal,,0,,,
MEM-285-16,Congressman Mark Pocan,118,ST-06,-0.525,0.121,Legislative,Intern,Personal,,0,,,
MEM-282,Congressman John Carney,118,DE-At Large,-0.256,1.105,Legislative,Internship,Personal,,0,,,
MEM-281-16,"Republican Office of the Committee on Science, Space, and Technology",118,ST-16,,,Legislative,Intern,Committee,"Committee on Science, Space, and Technology",0,,,
MEM-280-16,Congresswoman Dina Titus (NV-1),118,ST-01,-0.298,1.632,Legislative,Internship Assistant,Personal,,0,,,
MEM-279-16,Congressman Peter DeFazio (OR-04),118,ST-04,-0.427,7.143,Legislative,Intern,Personal,,0,,,
MEM-278-16,Democratic Leadership Office,118,ST-16,,,Legislative,,Personal,,0,,,
MEM-277-16,Congressman Jim Renacci,118,ST-16,,,Legislative,Intern,Personal,,0,,,
MEM-276-16,"The Washington, DC, office of a Senior Member of the Ways and Means Committee",118,ST-16,,,Communications,Press Intern,Personal,Ways and Means Committee,1,,,
MEM-275-16,Congressman Tom McClintock,118,CA-04,0.673,2.045,Legislative,Intern,Personal,,0,,,
